"Persons, Place of Usual Residence","Female","Not Engaged","65-69 years",434817
"Persons, Place of Usual Residence","Female","Not Engaged","70-74 years",371799
"Persons, Place of Usual Residence","Female","Not Engaged","75-79 years",291283
"Persons, Place of Usual Residence","Female","Not Engaged","80-84 years",214948
"Persons, Place of Usual Residence","Female","Not Engaged","85-89 years",151789
"Persons, Place of Usual Residence","Female","Not Engaged","90-94 years",74710
"Persons, Place of Usual Residence","Female","Not Engaged","95-99 years",18948
"Persons, Place of Usual Residence","Female","Not Engaged","100 years and over",2060
"Persons, Place of Usual Residence","Female","Not Engaged","Total",3265131
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","0-4 years",0
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","5-9 years",0
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","10-14 years",0
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","15-19 years",35037
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","20-24 years",49748
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","25-29 years",58606
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","30-34 years",56046
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","35-39 years",46719
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","40-44 years",46209
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","45-49 years",46774
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","50-54 years",46214
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","55-59 years",46641
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","60-64 years",45209
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","65-69 years",47969
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","70-74 years",43311
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","75-79 years",40319
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","80-84 years",36672
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","85-89 years",31608
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","90-94 years",18140
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","95-99 years",5167
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","100 years and over",603
"Persons, Place of Usual Residence","Female","Engagement status undetermined/Not Stated","Total",701005
"Persons, Place of Usual Residence","Female","Not applicable","0-4 years",712637
"Persons, Place of Usual Residence","Female","Not applicable","5-9 years",731590
"Persons, Place of Usual Residence","Female","Not applicable","10-14 years",679557
"Persons, Place of Usual Residence","Female","Not applicable","15-19 years",0
"Persons, Place of Usual Residence","Female","Not applicable","20-24 years",0
"Persons, Place of Usual Residence","Female","Not applicable","25-29 years",0
"Persons, Place of Usual Residence","Female","Not applicable","30-34 years",0
"Persons, Place of Usual Residence","Female","Not applicable","35-39 years",0
"Persons, Place of Usual Residence","Female","Not applicable","40-44 years",0
"Persons, Place of Usual Residence","Female","Not applicable","45-49 years",0
"Persons, Place of Usual Residence","Female","Not applicable","50-54 years",0
"Persons, Place of Usual Residence","Female","Not applicable","55-59 years",0
"Persons, Place of Usual Residence","Female","Not applicable","60-64 years",0
"Persons, Place of Usual Residence","Female","Not applicable","65-69 years",0
"Persons, Place of Usual Residence","Female","Not applicable","70-74 years",0
"Persons, Place of Usual Residence","Female","Not applicable","75-79 years",0
"Persons, Place of Usual Residence","Female","Not applicable","80-84 years",0
"Persons, Place of Usual Residence","Female","Not applicable","85-89 years",0
"Persons, Place of Usual Residence","Female","Not applicable","90-94 years",0
"Persons, Place of Usual Residence","Female","Not applicable","95-99 years",0
"Persons, Place of Usual Residence","Female","Not applicable","100 years and over",0
"Persons, Place of Usual Residence","Female","Not applicable","Total",2123784
"Persons, Place of Usual Residence","Total","Fully engaged","0-4 years",0
"Persons, Place of Usual Residence","Total","Fully engaged","5-9 years",0
"Persons, Place of Usual Residence","Total","Fully engaged","10-14 years",0
"Persons, Place of Usual Residence","Total","Fully engaged","15-19 years",1152111
"Persons, Place of Usual Residence","Total","Fully engaged","20-24 years",1018225
"Persons, Place of Usual Residence","Total","Fully engaged","25-29 years",1012353
"Persons, Place of Usual Residence","Total","Fully engaged","30-34 years",957182
"Persons, Place of Usual Residence","Total","Fully engaged","35-39 years",841407
"Persons, Place of Usual Residence","Total","Fully engaged","40-44 years",852985
"Persons, Place of Usual Residence","Total","Fully engaged","45-49 years",848583
"Persons, Place of Usual Residence","Total","Fully engaged","50-54 years",780052
"Persons, Place of Usual Residence","Total","Fully engaged","55-59 years",635613
"Persons, Place of Usual Residence","Total","Fully engaged","60-64 years",371835
"Persons, Place of Usual Residence","Total","Fully engaged","65-69 years",134506
"Persons, Place of Usual Residence","Total","Fully engaged","70-74 years",38153
"Persons, Place of Usual Residence","Total","Fully engaged","75-79 years",12546
"Persons, Place of Usual Residence","Total","Fully engaged","80-84 years",4340
"Persons, Place of Usual Residence","Total","Fully engaged","85-89 years",1681
"Persons, Place of Usual Residence","Total","Fully engaged","90-94 years",588
"Persons, Place of Usual Residence","Total","Fully engaged","95-99 years",731
"Persons, Place of Usual Residence","Total","Fully engaged","100 years and over",138
"Persons, Place of Usual Residence","Total","Fully engaged","Total",8663026
"Persons, Place of Usual Residence","Total","Partially engaged","0-4 years",0
"Persons, Place of Usual Residence","Total","Partially engaged","5-9 years",0
"Persons, Place of Usual Residence","Total","Partially engaged","10-14 years",0
"Persons, Place of Usual Residence","Total","Partially engaged","15-19 years",92596
"Persons, Place of Usual Residence","Total","Partially engaged","20-24 years",207314
"Persons, Place of Usual Residence","Total","Partially engaged","25-29 years",227344
"Persons, Place of Usual Residence","Total","Partially engaged","30-34 years",278098
"Persons, Place of Usual Residence","Total","Partially engaged","35-39 years",301274
"Persons, Place of Usual Residence","Total","Partially engaged","40-44 years",325715
"Persons, Place of Usual Residence","Total","Partially engaged","45-49 years",319839
"Persons, Place of Usual Residence","Total","Partially engaged","50-54 years",299609
"Persons, Place of Usual Residence","Total","Partially engaged","55-59 years",286481
"Persons, Place of Usual Residence","Total","Partially engaged","60-64 years",240279
"Persons, Place of Usual Residence","Total","Partially engaged","65-69 years",141109
"Persons, Place of Usual Residence","Total","Partially engaged","70-74 years",60361
"Persons, Place of Usual Residence","Total","Partially engaged","75-79 years",21669
"Persons, Place of Usual Residence","Total","Partially engaged","80-84 years",7161
"Persons, Place of Usual Residence","Total","Partially engaged","85-89 years",2480
"Persons, Place of Usual Residence","Total","Partially engaged","90-94 years",586
"Persons, Place of Usual Residence","Total","Partially engaged","95-99 years",301
"Persons, Place of Usual Residence","Total","Partially engaged","100 years and over",59
"Persons, Place of Usual Residence","Total","Partially engaged","Total",2812281
"Persons, Place of Usual Residence","Total","At least partially engaged","0-4 years",0
"Persons, Place of Usual Residence","Total","At least partially engaged","5-9 years",0
"Persons, Place of Usual Residence","Total","At least partially engaged","10-14 years",0
"Persons, Place of Usual Residence","Total","At least partially engaged","15-19 years",13487
"Persons, Place of Usual Residence","Total","At least partially engaged","20-24 years",35957
"Persons, Place of Usual Residence","Total","At least partially engaged","25-29 years",59196
"Persons, Place of Usual Residence","Total","At least partially engaged","30-34 years",77433
"Persons, Place of Usual Residence","Total","At least partially engaged","35-39 years",60222
"Persons, Place of Usual Residence","Total","At least partially engaged","40-44 years",48827
"Persons, Place of Usual Residence","Total","At least partially engaged","45-49 years",48070
"Persons, Place of Usual Residence","Total","At least partially engaged","50-54 years",51024
"Persons, Place of Usual Residence","Total","At least partially engaged","55-59 years",51885
"Persons, Place of Usual Residence","Total","At least partially engaged","60-64 years",41697
"Persons, Place of Usual Residence","Total","At least partially engaged","65-69 years",22054
"Persons, Place of Usual Residence","Total","At least partially engaged","70-74 years",9862
"Persons, Place of Usual Residence","Total","At least partially engaged","75-79 years",4959
"Persons, Place of Usual Residence","Total","At least partially engaged","80-84 years",2641
"Persons, Place of Usual Residence","Total","At least partially engaged","85-89 years",1450
"Persons, Place of Usual Residence","Total","At least partially engaged","90-94 years",512
"Persons, Place of Usual Residence","Total","At least partially engaged","95-99 years",152
"Persons, Place of Usual Residence","Total","At least partially engaged","100 years and over",26
"Persons, Place of Usual Residence","Total","At least partially engaged","Total",529443
"Persons, Place of Usual Residence","Total","Not Engaged","0-4 years",0
"Persons, Place of Usual Residence","Total","Not Engaged","5-9 years",0
"Persons, Place of Usual Residence","Total","Not Engaged","10-14 years",0
"Persons, Place of Usual Residence","Total","Not Engaged","15-19 years",90229
"Persons, Place of Usual Residence","Total","Not Engaged","20-24 years",197734
"Persons, Place of Usual Residence","Total","Not Engaged","25-29 years",238782
"Persons, Place of Usual Residence","Total","Not Engaged","30-34 years",268154
"Persons, Place of Usual Residence","Total","Not Engaged","35-39 years",254763
"Persons, Place of Usual Residence","Total","Not Engaged","40-44 years",253931
"Persons, Place of Usual Residence","Total","Not Engaged","45-49 years",262991
"Persons, Place of Usual Residence","Total","Not Engaged","50-54 years",293795
"Persons, Place of Usual Residence","Total","Not Engaged","55-59 years",383910
"Persons, Place of Usual Residence","Total","Not Engaged","60-64 years",554828
"Persons, Place of Usual Residence","Total","Not Engaged","65-69 years",797752
"Persons, Place of Usual Residence","Total","Not Engaged","70-74 years",697532
"Persons, Place of Usual Residence","Total","Not Engaged","75-79 years",540626
"Persons, Place of Usual Residence","Total","Not Engaged","80-84 years",384083
"Persons, Place of Usual Residence","Total","Not Engaged","85-89 years",253292
"Persons, Place of Usual Residence","Total","Not Engaged","90-94 years",112510
"Persons, Place of Usual Residence","Total","Not Engaged","95-99 years",25823
"Persons, Place of Usual Residence","Total","Not Engaged","100 years and over",2590
"Persons, Place of Usual Residence","Total","Not Engaged","Total",5613323
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","0-4 years",0
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","5-9 years",0
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","10-14 years",0
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","15-19 years",73171
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","20-24 years",107561
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","25-29 years",126935
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","30-34 years",122977
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","35-39 years",104015
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","40-44 years",101802
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","45-49 years",101979
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","50-54 years",99073
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","55-59 years",96437
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","60-64 years",90760
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","65-69 years",93575
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","70-74 years",81799
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","75-79 years",72868
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","80-84 years",62324
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","85-89 years",50064
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","90-94 years",26202
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","95-99 years",6910
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","100 years and over",760
"Persons, Place of Usual Residence","Total","Engagement status undetermined/Not Stated","Total",1419202
"Persons, Place of Usual Residence","Total","Not applicable","0-4 years",1464782
"Persons, Place of Usual Residence","Total","Not applicable","5-9 years",1502647
"Persons, Place of Usual Residence","Total","Not applicable","10-14 years",1397187
"Persons, Place of Usual Residence","Total","Not applicable","15-19 years",0
"Persons, Place of Usual Residence","Total","Not applicable","20-24 years",0
"Persons, Place of Usual Residence","Total","Not applicable","25-29 years",0
"Persons, Place of Usual Residence","Total","Not applicable","30-34 years",0
"Persons, Place of Usual Residence","Total","Not applicable","35-39 years",0
"Persons, Place of Usual Residence","Total","Not applicable","40-44 years",0
"Persons, Place of Usual Residence","Total","Not applicable","45-49 years",0
"Persons, Place of Usual Residence","Total","Not applicable","50-54 years",0
"Persons, Place of Usual Residence","Total","Not applicable","55-59 years",0
"Persons, Place of Usual Residence","Total","Not applicable","60-64 years",0
"Persons, Place of Usual Residence","Total","Not applicable","65-69 years",0
"Persons, Place of Usual Residence","Total","Not applicable","70-74 years",0
"Persons, Place of Usual Residence","Total","Not applicable","75-79 years",0
"Persons, Place of Usual Residence","Total","Not applicable","80-84 years",0
"Persons, Place of Usual Residence","Total","Not applicable","85-89 years",0
"Persons, Place of Usual Residence","Total","Not applicable","90-94 years",0
